"","phn","pc1","pc2","pc3","pc4","pc5","pc6","pc7","pc8","pc9","pc10","pc11","pc12","pc13","pc14","pc15","pc16","pc17","pc18","pc19","pc20","pfna"
"398","th",-2.013537,15.05546,5.076065,-3.648744,1.977371,-7.982661,-0.7080472,-4.057704,7.182631,0.2203409,-1.964505,4.711241,-5.39376,-0.2630501,-2.580716,-3.124206,-2.076658,-0.6421503,-1.343745,0.3725483,"F"
"399","ax",-7.711719,1.075702,-6.203096,-4.049821,-2.841206,5.05679,5.279848,-0.4436072,-8.995364,-1.603663,0.9631168,-2.617674,-1.906086,4.513572,-0.1521604,-0.2816304,-2.008532,-1.167395,-0.2224681,0.2414916,"A"
"400","pcl",7.815498,7.681737,-10.85547,1.058073,0.866173,-3.426414,-1.009516,1.823573,3.264206,0.9581013,3.802605,2.101009,-2.119889,2.304491,-0.9396062,-1.680863,1.01183,-1.03586,-0.305135,-0.02324465,"P"
"401","p",9.341864,-1.01892,9.228398,-0.5626575,5.605793,0.4871035,-3.314501,2.340727,-4.488271,3.007385,-1.911204,-0.3512356,-2.079176,-0.3774715,-4.683171,4.526044,-1.199172,1.151048,2.064774,-0.1064728,"P"
"402","eh",0.1594613,-14.47888,-2.398528,-5.264418,-3.521601,1.270829,-6.281235,-8.205496,-2.024474,-1.336958,2.240343,0.4127333,-3.000621,4.709758,3.074219,-2.247975,-1.36102,-0.1375864,-5.830646,-2.680224,"A"
"403","er",-7.295307,1.263682,2.483625,10.92551,-9.071155,1.614682,-0.8402901,5.978533,2.112337,-2.606587,2.760633,3.52786,3.088653,-5.075793,3.317203,2.531793,-1.278094,-3.033803,-3.510536,3.732671,"A"
"404","ix",-14.49955,-0.1974093,-5.456303,-0.8929267,1.903253,-5.665199,4.200335,-3.372777,3.820631,-2.492511,-9.084895,-1.823459,0.6480317,1.976688,2.160161,1.183775,0.672253,-0.9259791,5.445824,1.242732,"A"
"405","v",0.9387523,12.48366,-7.549279,1.590281,0.6312555,-1.577399,2.981358,-0.8345116,-4.901404,-0.3927535,1.527585,1.678756,-6.663615,-0.3639163,-1.257372,-4.167339,0.1198321,-0.08080949,-0.4176745,-0.8220934,"F"
"406","tcl",10.64713,6.902854,-0.3125876,-5.69177,5.793726,-0.3107153,0.5557614,3.267501,4.610052,-1.72396,1.037663,1.68395,-2.911272,-1.867471,-2.553608,-4.126083,3.253238,-1.11519,0.3685494,-0.3223756,"P"
"407","t",9.910108,-3.212204,7.744601,1.141761,7.906947,5.375568,0.1668815,2.482351,-3.822678,-0.01388309,-0.4827197,-3.608797,-0.9022471,-1.790645,-3.123878,3.736951,0.4155935,-1.085541,4.384563,-0.7239252,"P"
"408","w",-4.689939,-7.32546,4.072834,3.699151,-4.448465,8.390931,-3.821213,-1.816559,1.811527,-5.941818,4.184468,3.464952,0.5430021,1.623783,2.873783,-0.9730837,1.772292,-1.825083,-4.962225,2.066297,"A"
"409","iy",-10.18928,8.471385,-4.497588,1.855204,-8.362558,1.382375,-3.047708,6.529902,-0.1028159,2.357184,-0.8848426,1.52216,2.832063,-4.920599,2.523174,3.557964,-1.097809,-4.944423,0.8762254,2.098222,"A"
"410","z",8.131675,-0.4934645,-4.441446,6.421389,2.396143,-0.3641124,0.2508938,-0.2632975,-6.919268,-1.374041,-1.997105,0.4997827,-5.822285,1.5482,2.698323,-2.678085,-0.1825709,3.19776,0.6993935,0.3846754,"F"
"411","axr",-5.382521,-1.232236,6.889116,-1.535491,-2.596572,4.595278,0.6536091,0.4105155,-1.906079,0.1361358,-0.1835224,0.06336079,-0.5046862,0.9050992,-1.332641,0.7487298,-1.076352,-1.645329,0.6509102,-1.078697,"A"
"412","s",-0.6437523,6.204984,-3.089775,2.431072,0.09974908,-0.2941982,1.387853,-0.9064391,0.2965159,0.5085672,0.01052952,-1.217107,-1.287326,0.5959061,-0.547605,1.016293,-0.9516156,0.003377297,-0.1116657,1.11555,"F"
"413","g",-11.9159,1.926808,8.228927,-1.996474,-0.5862569,3.05736,0.7886085,1.042953,1.813914,4.612101,0.03632961,5.51442,1.486583,4.601515,0.5232267,0.3437388,-2.587075,4.190463,-2.788923,-2.378145,"P"
"414","eh",-19.38286,0.9926209,-0.01747474,-0.1771507,1.593956,-1.60091,0.8104396,-1.401952,3.434189,4.679906,0.7129707,2.386645,3.011962,0.4142047,-0.9484365,0.3442409,-1.611442,4.178898,-4.387215,0.6319724,"A"
"415","s",11.30919,-0.4474852,-7.74712,4.566534,-0.3958041,-3.805307,-0.2672402,-8.231138,3.84118,-2.112689,2.464339,0.09972393,3.656821,-2.464778,-6.958822,-3.4284,-0.4407792,1.085352,1.278525,0.3237931,"F"
"416","dh",-6.642811,8.11073,6.179737,-9.749946,-0.964165,-1.039015,-1.437104,2.38414,4.443784,0.415143,-1.670888,-3.12458,-0.9831257,-4.858949,-2.529993,1.636098,-0.230182,3.923069,-0.7664515,0.4478015,"F"
"417","ax",-5.674716,-6.279354,-7.86281,-2.389572,0.01233707,-4.775358,3.521783,-0.749814,-2.910872,-2.663035,-0.2126139,-7.731794,-0.02161793,4.400832,-1.662354,-0.599092,0.9828369,-1.005146,-2.19839,2.780677,"A"
"418","kcl",7.884211,3.382569,-5.809033,2.420611,0.1863529,-7.283953,5.223561,-0.8870094,-4.329071,0.7335978,5.722551,1.193309,-2.451427,-4.97112,6.024922,1.485525,0.9983601,-3.727457,2.337203,1.205899,"P"
"419","k",8.869565,-4.53379,6.477541,-3.848795,2.526501,-2.058287,4.391625,2.267918,5.750112,3.024233,2.501417,-0.3868747,2.705863,1.047896,-0.09881314,0.1333017,-5.134323,-0.2685986,1.520809,2.005414,"P"
"420","w",-7.820773,-0.3305664,6.9073,2.946025,3.284216,-2.527139,2.406646,-1.392732,-2.858688,3.686179,2.710649,2.823899,1.387327,4.423977,0.8403931,2.079111,1.103231,3.46128,-2.855083,0.05190752,"A"
"421","ao",-12.32543,5.646349,1.21581,-0.2047561,4.613209,-2.710334,0.2834023,-4.768552,0.8224562,2.821375,4.341656,3.258645,2.025264,-3.938959,-0.5676182,-1.121758,-1.610985,1.138236,-2.147939,-0.2171023,"A"
"422","r",-10.03079,-0.1579541,-8.268649,-3.96976,2.714699,1.392046,1.805071,-1.173952,-1.047494,1.846229,5.439383,-1.941784,2.01724,2.220954,-1.644504,-2.570169,3.248616,-1.555463,-2.550979,-1.950701,"A"
"423","sh",6.554349,1.163833,-7.03892,4.696709,1.611467,0.1536421,3.370473,1.882441,2.786385,1.81721,4.696448,0.3815934,2.328017,-2.979435,-2.008963,-4.634339,3.54252,-1.73528,0.2398425,-0.08938277,"F"
"424","tcl",1.322553,5.008351,10.61929,-1.177908,3.720457,1.940232,-1.680973,-0.7035588,2.049138,1.801309,-1.29205,2.677225,4.232607,2.43783,-1.168627,1.052029,-0.2402666,-0.3170423,2.685712,0.7079392,"P"
"425","ch",-6.580599,4.108232,8.315755,-2.706547,2.946281,3.781364,-0.8130665,-3.85521,1.489414,0.471153,-0.4367956,1.872527,3.322498,2.717801,0.1379863,0.4552597,2.073042,0.9045193,1.313779,0.2225054,"P"
"426","ix",-9.806461,3.193001,-0.3517707,-4.775075,1.545337,4.632765,-0.8779892,-2.316248,-3.731919,1.021697,2.53678,1.117658,0.427437,0.07994094,1.776323,-0.1391805,2.466249,2.605483,0.8349352,1.389918,"A"
"427","n",7.614474,-1.067943,-2.218303,6.004546,-2.041307,2.650879,-1.720081,-2.229126,0.6033526,-0.07447213,-3.317084,-2.496246,4.509589,-2.350999,-1.011838,-1.733943,1.310392,-0.817397,-1.44598,-2.515855,"N"
"428","f",5.46382,5.290198,6.152473,3.473275,-2.671081,2.21205,-4.497326,-0.7000254,-1.586455,-1.74008,-3.047746,-0.8903081,0.3417083,2.83634,2.442453,0.4731401,2.354725,-1.941835,-2.513091,-3.25895,"F"
"429","axr",-5.014325,-5.990389,-0.3431541,-2.412624,-2.967423,1.357567,-4.315702,1.816034,-1.087832,-8.388628,-0.01274137,1.062677,1.309442,-0.5452408,0.06127297,1.116994,-1.382097,-3.461315,-3.405227,-0.199436,"A"
"430","m",2.812845,-0.1887173,-3.623678,7.475435,-3.759134,-3.088428,-4.055814,0.8017849,-0.5887716,-7.908436,-4.600056,3.833719,0.5141305,0.1004439,3.986959,1.628246,1.698587,-3.297995,-1.815956,0.2108254,"N"
"431","dh",2.219326,-0.3181059,1.812243,1.03222,-3.662499,-2.677652,-4.101667,0.6098873,-0.916658,-8.622675,-6.845967,5.702367,-2.672944,-0.3706921,2.625529,-2.057607,0.2231447,-1.408908,-1.657879,0.1467407,"F"
"432","iy",-0.5400459,-3.527619,-1.001074,1.577177,-4.510822,-2.508087,-2.614557,-0.08344699,-2.697598,-8.787688,-6.42903,4.605956,-2.889292,-0.6030026,1.17685,-2.698137,0.4091884,-2.761828,-2.918093,-0.2182519,"A"
"433","ae",0.5432303,-4.264167,1.270805,5.099637,-4.625431,-4.787106,-1.756838,0.8659457,-1.078576,-10.27087,-5.072575,7.879015,-0.6144637,0.6758325,1.772136,-3.351967,0.6679001,-2.284731,-0.2862171,1.845209,"A"
"434","n",-3.661143,5.355139,-5.971918,1.077114,0.1327139,-2.212409,1.513848,-0.2861419,-3.85504,-2.779563,-4.538377,1.515361,-5.024135,-1.29175,0.7651977,-5.188857,0.3193244,0.410006,0.6044732,-1.02984,"N"
"435","s",5.907646,0.8503146,-3.494692,-1.511063,0.6230592,-2.261705,-0.5623259,-0.6858303,0.4517711,-5.808709,-0.6526917,2.933311,-1.520527,2.005716,0.3618992,-4.937463,-1.152335,1.030381,-0.03395407,0.2058602,"F"
"436","axr",-6.635529,-0.5895674,2.119979,-1.317378,-0.3206528,-1.262998,1.517702,0.1399929,0.07688716,-0.9853652,-2.896358,1.38752,0.9033776,0.2426363,-0.613405,-3.712291,0.4901678,-0.3560252,1.947769,-2.452483,"A"
"437","q",-12.80039,-10.72976,4.404592,-1.898307,4.184986,0.9409897,0.4719912,2.747804,-4.064383,-1.184456,2.871027,-1.896083,-0.150618,1.931485,3.809146,-5.797524,0.693717,2.043786,-0.5212853,0.290401,"P"
"438","ey",-13.7323,-8.699165,-5.595792,4.356292,4.287132,-5.735647,-1.795464,2.349991,-3.609849,0.8343319,8.334145,1.199934,-0.7091956,1.154862,1.342421,1.010588,-0.09200601,-1.315809,0.3420488,2.11921,"A"
"439","l",6.203139,-3.008854,-5.240453,0.147603,-5.326152,-0.2561704,-1.038293,0.2326831,-2.145784,-0.7562695,-2.027161,9.651557,5.867749,2.896395,1.023589,1.150092,0.407307,1.625178,-1.933799,-3.401425,"A"
"440","aa",3.736664,-12.32033,-0.510596,1.04257,-1.46809,-8.429502,-6.646284,4.665243,-3.640532,-2.910185,2.687085,7.579025,1.814472,-3.328719,-0.3901254,-0.964893,5.189316,-6.912778,5.431538,-0.9650958,"A"
"441","r",-18.43012,4.621708,-11.03868,-1.310641,5.812849,-3.002514,5.443206,-7.64456,4.255957,2.440189,-4.047894,-3.115232,3.314604,-1.04359,2.333447,-3.819793,2.775226,1.16375,-4.138594,0.5832045,"A"
"442","dcl",13.1905,16.47711,-2.594719,-1.491,2.690901,3.090759,-0.9384567,4.689579,4.012811,1.494195,0.6284447,1.817924,1.715949,-4.396515,-6.933612,-4.155449,6.286304,0.5309417,0.7022145,-4.532807,"P"
"443","jh",14.42875,6.381951,5.697956,-7.082437,4.705824,5.484313,-3.278145,3.126766,1.999061,-4.836904,-2.150258,-0.4024163,5.570464,-4.079221,-3.334501,2.106273,1.648907,2.787065,2.407917,-4.40007,"P"
"444","hv",11.23346,-2.564009,4.627363,-7.043059,-3.198915,2.321384,-8.107894,-3.43564,-2.877867,-2.556352,-0.7681758,3.351726,0.2792232,-3.571451,4.023926,6.404335,3.048507,-3.213484,-5.829227,-3.446865,"X"
"445","aw",-9.05612,-3.524604,4.213231,11.41747,-6.767834,-4.090117,-5.871078,3.654672,1.269104,-6.819031,-5.057326,-0.1092086,1.231209,-0.1841304,6.25101,-1.739123,4.245005,-4.218518,-2.122333,1.22922,"A"
"446","s",11.68821,8.080894,-7.637861,-2.700525,3.33412,1.678913,-1.213846,-1.455501,1.345041,-7.437821,-6.051955,5.355163,-2.948628,0.9699536,-0.8440583,0.1736023,-2.178702,2.258704,-0.4754142,-1.691915,"F"
"447","hh",11.53451,-0.6462639,8.623655,-7.568529,-6.713038,-1.218316,-5.360792,0.007746633,0.128513,-4.982952,-0.1413573,7.519493,0.3428634,-1.963075,1.652051,2.3972,2.626985,-2.589835,-7.71953,2.954056,"X"
"448","ow",-2.958254,-14.26405,-1.934057,1.622749,-8.71236,-6.971014,-4.369085,5.38542,-5.664558,-8.499392,-6.080201,5.973915,1.61631,0.2876901,-0.6005655,-4.484335,2.405134,-0.644208,-3.417337,3.104767,"A"
"449","l",-11.127,0.9245294,-1.82679,3.231274,-2.879791,-7.282533,-3.061666,2.954559,0.8919223,-7.532514,-2.633165,6.012203,-7.847853,-1.535418,0.2068114,-4.302727,1.355864,-1.373199,-0.07405598,-0.1295433,"A"
"450","dcl",-1.359076,12.84578,-0.9257787,1.630934,0.08225152,-1.511618,2.890931,-3.842096,3.837652,-2.397631,-5.088499,2.917667,-4.549563,-1.749361,2.785817,-2.635408,-1.070362,1.84589,0.2810611,2.69986,"P"
"451","d",-3.763368,9.932647,2.062315,-4.232057,-0.8912957,1.577373,4.824623,-1.18145,-1.863964,-2.414041,-2.353358,-3.208401,-1.512786,0.9491409,-3.954162,-0.6170077,0.3036908,-1.056522,-0.8313677,0.03668923,"P"
"452","pau",-1.03813,11.39239,-0.8072772,-2.578221,-0.1675927,-0.5359507,2.343156,-1.048867,0.3087802,-2.23639,-0.8401263,-1.416351,-0.7536285,2.123928,-0.9494494,0.1688676,0.417753,-0.4415019,-0.2215171,-0.2357607,"X"
"453","n",7.744578,-4.181578,0.8262748,-0.2280375,-0.7996799,3.603854,1.58675,-1.319236,-3.04561,6.365247,-0.06255849,1.040737,-4.293988,0.3424799,1.987503,-1.63395,-1.649218,0.289682,1.526175,-2.510685,"N"
"454","iy",-11.04778,-7.388298,3.642039,9.661584,5.58321,6.056916,-3.192428,0.262958,1.356934,1.668083,0.7902462,-4.803619,2.019141,-0.4264823,1.7731,0.1318808,-4.460906,1.670557,-1.152726,-1.542074,"A"
"455","dcl",7.284078,3.502119,-5.98294,6.912057,3.001788,7.405078,-2.199625,8.495864,1.708752,-0.695905,1.245977,-0.516298,2.680671,3.247946,0.7305926,0.5967698,-2.632599,1.813273,4.713626,3.067141,"P"
"456","z",17.68831,4.625307,5.720218,-6.155709,4.354658,-3.133616,1.405291,0.1048047,-3.925492,3.009318,-0.6332939,-6.742785,1.340678,-2.466113,2.689421,1.477027,-0.92237,1.758737,3.054302,4.420001,"F"
"457","l",7.519291,-7.680189,-5.112439,-7.378752,-4.077886,5.210074,2.898375,-1.903281,-2.910838,7.278709,-2.937248,5.141464,-1.308216,-0.5346682,3.270991,-3.516914,-3.378891,2.692807,0.6585228,-1.357865,"A"
"458","aa",-1.150433,-16.71016,7.422328,9.343792,-2.003748,-8.610207,-1.947857,0.9094673,4.431414,-6.426789,8.556379,7.313393,10.03442,2.00496,0.9187546,5.185291,2.051131,-1.744836,1.757295,-2.411534,"A"
"459","tcl",13.04485,0.6097142,-7.562338,14.35966,1.366331,0.05312192,2.660033,-9.23614,7.455322,-11.62458,-4.048255,4.855395,-1.020363,5.658059,-5.959964,-7.819462,-1.549668,0.4114004,-3.358661,1.409287,"P"
"460","s",14.3362,14.83355,11.23307,-6.00367,-4.064611,1.859355,-5.45196,7.422904,-14.42515,-6.558008,2.718005,5.155951,-2.478897,1.799287,4.244269,-0.5032082,4.593713,-0.9234367,-0.7369845,-5.563091,"F"
"461","ax",-5.819569,-10.34293,4.336707,12.40074,-10.0501,6.571547,9.298987,4.072323,-10.34177,-8.801526,-5.998237,2.148688,2.384176,5.082506,-1.535432,-4.139152,4.967776,-5.750285,3.484553,-3.637153,"A"
"462","v",-6.073722,16.04742,-1.240428,12.05233,-4.615742,-9.437368,-2.695072,3.070485,-0.1155062,1.645612,-3.605144,10.63995,-9.791156,4.563175,3.45192,0.1462744,0.1339721,3.384837,0.7852247,2.847608,"F"
"463","ax",-20.18045,0.2625121,-3.185277,-5.086734,0.4529114,2.973309,7.256551,0.17422,-5.125509,-8.116505,-8.118971,-4.112765,0.9363678,-1.806007,-1.35795,-8.081725,1.863988,0.8710166,2.253735,-3.105856,"A"
"464","pcl",7.897363,7.078669,-13.35388,3.887585,1.069386,-5.858819,-1.144379,-1.492402,0.1745903,-4.45846,3.498851,8.01424,-5.160254,4.658239,-0.3354928,-4.117012,-1.093339,-1.513899,0.379998,3.066526,"P"
"465","p",16.37506,-1.057258,6.405615,-7.311318,0.7387691,2.332068,3.492225,1.673264,-5.484605,6.090288,-2.641749,-2.87214,-4.665785,-0.3993414,-4.267183,3.787887,-2.064979,-1.359713,0.9689119,1.046525,"P"
"466","l",-5.191717,-13.01414,1.053286,-0.3291234,4.150774,1.415906,-0.4371906,-1.126375,-1.708467,2.727211,-0.962368,-4.865555,-5.435259,-0.1954722,4.548029,-6.360161,1.379234,3.947113,-7.929039,-2.69267,"A"
"467","ay",-8.101637,-3.845919,-1.966365,0.4728565,1.786761,-0.6482145,-6.675723,3.859467,0.9519206,1.55324,5.657903,0.174883,4.477724,-3.216187,2.139936,3.757267,-3.517354,-4.779818,-2.578312,-0.1750281,"A"
"468","ix",-10.4944,11.24499,4.490998,1.546127,-3.435482,0.5258256,0.3820452,-1.515803,5.135129,-0.3205883,-1.025044,-1.089232,-0.1291524,1.233646,-2.992794,-0.1374966,3.002841,1.122127,2.958949,4.629592,"A"
"469","n",-3.192024,10.65373,-11.68955,-6.46328,-0.04638062,0.8052532,0.1896257,4.14857,-5.973691,-1.770678,-2.752087,-2.675043,-4.06817,1.082464,-0.4537771,-0.8837876,1.062519,1.722238,0.7645995,-2.554952,"N"
"470","s",21.95441,-3.897906,-5.907938,-3.028908,4.479246,0.4257285,3.069848,0.5733453,0.5801044,-3.483549,-1.07676,-0.6536534,1.032311,-3.419828,3.841916,-2.351081,2.474964,1.745709,-1.115436,2.164473,"F"
"471","eh",-16.64069,-5.065932,9.544863,-1.243109,-1.147692,2.962064,0.05469157,-1.114553,-1.596019,0.06482918,-0.5619016,2.423557,1.711735,0.5961373,0.9940429,-3.430536,1.596836,-0.2102829,3.045889,-0.8714358,"A"
"472","s",4.529018,11.62506,-0.8288236,1.071506,1.124957,0.4572894,1.74005,-1.256391,2.265997,-0.2553681,-0.4029845,-1.808606,0.3902589,-0.731575,-0.5497884,-1.112862,0.2281881,0.01796257,-1.552914,-0.0270649,"F"
"473","t",-5.379751,4.129713,6.943543,-5.951817,0.03992741,0.09810522,-5.436376,-1.059562,-1.557627,2.176201,-1.009421,5.438549,1.461503,-2.404639,4.971201,-4.196625,-0.2363605,-3.779262,2.651867,2.146754,"P"
"474","ao",-2.281094,-19.22782,-12.58452,1.23252,0.4450318,-2.913808,-4.092302,-0.109146,0.9694128,4.179564,6.415067,-4.188208,-0.8402117,-3.956682,-0.3662077,2.90547,-5.105384,2.931108,4.599969,6.044745,"A"
"475","r",12.44108,-1.952959,3.825296,8.277505,-5.602332,-4.103001,-4.072504,2.68617,-0.9647748,-4.980372,0.4624582,7.509152,2.117187,9.973803,-0.6544344,1.398135,2.228154,0.5096528,-2.72024,-6.078213,"A"
"476","n",-3.047217,-3.984103,8.636208,-1.42464,-2.891127,-0.568935,-5.400175,3.664428,0.7641425,-10.19815,0.8806974,14.95344,10.30168,-1.049808,11.45152,-2.752236,1.708226,1.654243,1.886136,2.265696,"N"
"477","ey",-9.090127,-13.48806,2.037044,-5.250364,-1.575405,-1.749447,-6.947126,7.478011,-5.98235,-4.543142,3.951995,9.384275,1.874907,-2.841513,3.232615,3.22544,0.9373292,-0.6978625,2.150108,1.405921,"A"
"478","dx",-10.49019,1.761008,7.947192,13.07622,10.16712,1.55998,-4.885961,-7.235551,9.531418,-1.07809,-8.344904,4.587775,2.357084,-1.206248,-1.444727,-6.857638,-12.09514,4.345254,2.498892,-0.2111694,"P"
"479","ow",-18.06047,3.288726,7.927478,6.072464,8.217394,5.963363,-5.823688,-6.769377,-1.826884,-2.345198,-5.34069,-0.4091232,7.85396,0.09620236,1.4087,-10.81044,-7.895902,-3.964976,6.558498,-6.018913,"A"
"480","z",21.56806,-3.650411,2.088299,-6.101833,-8.206386,-10.53325,-5.539514,-7.912722,11.03533,7.476993,-13.80026,1.904937,-2.311509,-0.3822855,0.6978659,6.057194,2.270578,7.005867,-0.2991254,8.765809,"F"
"481","ao",-13.6352,-6.387017,15.03234,5.884047,-11.57598,0.591397,6.3349,-2.881808,-2.908377,-0.5809815,-1.390807,-8.38105,-3.462709,-1.383292,-3.080417,-2.972013,7.093178,1.360542,4.004573,0.2423547,"A"
"482","f",10.70862,13.97201,1.120784,15.58007,1.577787,-1.253016,9.204832,-2.855503,0.8288819,-2.463793,4.554521,3.012554,-5.48937,-0.28376,3.977986,8.316678,2.898688,-6.424693,2.323959,-0.3779578,"F"
"483","tcl",8.892915,22.72255,14.90844,-6.970049,0.4636293,4.730492,0.9082688,3.969354,-1.757083,-2.214802,-3.525432,2.588122,0.110665,-2.03451,-2.112127,0.4712441,-4.929715,4.565032,-1.496733,-0.3140139,"P"
"484","t",3.033709,-4.624556,-1.79059,-16.78154,3.338485,-0.3091031,2.26181,2.392415,3.106292,-2.321164,2.572353,-3.524905,2.320753,8.638912,4.176355,-6.994477,1.782036,-6.839847,4.192374,-1.113447,"P"
"485","ix",8.087656,-12.82942,-3.591594,6.28499,5.391074,4.825877,11.28103,2.207877,3.700313,-0.7928464,5.741859,2.51588,-5.200365,2.319679,3.355429,2.193829,6.617735,1.535675,-2.464392,1.954144,"A"
"486","n",9.958939,1.204881,3.327175,17.70033,4.804218,4.700234,7.858303,1.605231,0.168576,0.7995195,4.086826,4.633071,-2.115024,-5.594458,0.04473279,-0.3714268,-6.8027,3.234413,-2.149046,2.101164,"N"
"487","dcl",-4.026964,15.3798,13.8035,0.345848,2.505478,-1.836365,-2.925188,1.302268,1.502837,7.732857,-4.067837,-0.6098417,6.234797,4.079187,-3.693828,-6.045431,-2.461408,-2.9587,-0.3472469,-1.526998,"P"
"488","d",-23.21757,6.696217,2.858385,-7.992351,3.34499,4.88176,7.604572,-9.777893,5.438055,0.7073143,-2.873504,1.454584,0.4969576,3.259199,4.175297,0.3685572,6.480088,2.944083,-2.701496,0.1884524,"P"
"489","ih",-24.94765,5.976316,-6.782612,-5.106045,1.429104,10.59823,7.702507,-7.157352,-1.393967,-0.9383696,1.295307,2.888919,-2.986953,-0.8471811,1.847843,1.947802,2.939174,5.060317,-3.410174,1.813581,"A"
"490","s",11.60145,7.759597,-15.3155,-0.341139,-0.5083332,0.05636118,-7.568236,0.1940239,2.228142,-0.3803479,0.7010345,-2.051573,9.009416,0.8733213,-9.873529,-0.4296023,-0.2304096,3.560844,-2.439057,1.942936,"F"
"491","tcl",24.27214,0.1717008,6.045956,-7.54356,-10.98352,-1.149843,3.828945,-6.296518,-6.330488,-2.549629,4.747784,-8.997048,0.8304793,1.71982,3.534242,1.105435,-0.6294014,-0.4966163,6.030244,-3.569896,"P"
"492","t",19.13871,1.809613,8.87624,-12.77367,-12.36215,-4.231154,7.5658,1.668227,3.034996,3.032074,7.194582,-4.304926,-6.343286,2.289344,5.315223,1.140069,-2.451127,1.66936,-0.2236555,-2.707373,"P"
"493","r",-6.706673,-16.49167,1.351505,2.396967,12.44189,-8.003848,3.557003,11.33926,-2.699063,5.667212,-7.398179,1.238024,2.956497,0.3965607,-5.330503,5.924185,-1.985733,-0.6730048,-1.806057,-0.9126437,"A"
"494","oy",-8.348257,-7.372964,5.226828,9.534978,14.9246,-8.230728,-2.919592,-15.80602,-2.191044,1.10345,4.341372,0.5769462,1.113562,3.168506,0.08496769,-0.6623759,-1.469843,-2.370481,8.073857,-3.482212,"A"
"495","q",9.191801,1.640023,-14.53813,-1.825383,1.085607,1.135063,1.728901,2.059595,1.020839,0.9434449,-6.078844,-6.541872,1.958304,2.280247,5.962481,4.028368,0.224158,0.03632194,0.4281045,1.308406,"P"
"496","ey",-26.1277,8.233568,-0.5279748,-10.26386,-2.032797,-1.425611,-4.688449,-1.134359,-0.6927164,4.510116,-0.07335126,3.636007,2.414786,-0.3394272,-2.225708,7.998169,-1.56511,-3.11362,-1.270807,-0.3429695,"A"
"497","kcl",20.77786,0.7787173,-4.475793,14.05806,6.301452,0.981104,2.242834,13.50246,1.760461,5.42409,0.888499,3.565048,-1.738775,-8.139306,-0.4539215,7.552835,4.053629,5.065099,4.731901,-4.193231,"P"
"498","k",6.718263,-3.055237,20.30772,-2.025774,10.27695,0.186443,-8.50738,-5.983824,-0.07206513,-1.846262,-4.263942,-4.657829,4.265692,7.256537,-1.22786,-6.128314,-4.023032,-2.735162,-0.6535901,-2.269209,"P"
"499","er",-16.90005,-1.151373,7.326303,0.3038768,-3.247553,5.858201,1.111599,-10.84366,-0.589469,0.1434745,3.332576,3.955479,-1.884504,3.136792,6.79185,1.473217,11.44869,1.434532,-7.083711,0.6166245,"A"
"500","z",15.59304,-0.434665,4.854902,12.2891,-1.122,-0.6216736,1.719383,-6.272559,-4.097934,-4.515532,-2.597738,-3.272914,-0.94009,2.60959,8.768585,-0.06363553,1.721357,0.8745478,0.7500303,1.022575,"F"
"501","ax",-19.65572,-1.01394,1.807298,-4.503164,-1.370294,3.818173,3.743032,1.093604,4.984121,-2.64275,-4.45098,-2.452216,2.463064,0.2523664,-5.046092,-1.088232,-3.880981,-6.425192,1.707833,-0.6301718,"A"
"502","v",-14.34667,15.97279,-9.811276,7.813614,2.853785,-0.5752139,2.839624,0.1774311,-3.539567,-2.291373,-3.047739,-2.226999,-1.888326,0.2436343,5.683297,3.496343,2.257678,2.635051,2.795059,2.412371,"F"
